a,a,a,a
243_245386411,1530716400000000,1257226064,0
243_245386411,1547046000000000,2064723866,0
243_245386411,1521471600000000,456147599,0
243_245386411,1546009200000000,44474127,0
243_245386411,1564585200000000,1592955814,0
243_245386411,1524668400000000,1083148329,0
243_245386411,1470409200000000,1422942723,0
243_245386411,1551538800000000,804168573,0
243_245386411,1565362800000000,424953169,0
243_245386411,1362841200000000,810212770,0
243_245386411,1561734000000000,1409865683,0
243_245386411,1542294000000000,1744133573,0
243_245386411,1515682800000000,1555782239,0
243_245386411,1537282800000000,1246864599,0
243_245386411,1546354800000000,1089243466,0
243_245386411,1570374000000000,1651286370,0
243_245386411,1496588400000000,2109069115,0
243_245386411,1510239600000000,1722588302,0
243_245386411,1494255600000000,1123349783,0
243_245386411,1530543600000000,1829602623,0
243_245386411,1522422000000000,1685991005,0
243_245386411,1568559600000000,728520238,0
243_245386411,1536764400000000,1530087867,0
243_245386411,1544626800000000,104788174,0
243_245386411,1530198000000000,627045674,0
243_245386411,1513004400000000,1416321571,0
243_245386411,1569164400000000,515153670,0
243_245386411,1514559600000000,766373959,0
243_245386411,1520694000000000,117571399,0
243_245386411,1524236400000000,1107918632,0
243_245386411,1547650800000000,1184233794,0
243_245386411,1569682800000000,1201012359,0
243_245386411,1432652400000000,646153634,0
243_245386411,1489158000000000,1458951823,0
243_245386411,1572966000000000,2142560004,0
243_245386411,1504191600000000,649076691,0
243_245386411,1572447600000000,537132722,0
243_245386411,1468854000000000,154380345,0
243_245386411,1569682800000000,1731763061,0
243_245386411,1570633200000000,929559777,0
243_245386411,1511362800000000,1034730253,0
243_245386411,1519484400000000,1716364813,0
243_245386411,1511017200000000,871909542,0
243_245386411,1564412400000000,1048874824,0
243_245386411,1568991600000000,784962518,0
243_245386411,1544194800000000,107975043,0
243_245386411,1474383600000000,1761911346,0
243_245386411,1567868400000000,1056845222,0
243_245386411,1573657200000000,1486337825,0
243_245386411,1523631600000000,629619532,0
243_245386411,1338303600000000,1550647657,0
243_245386411,1515164400000000,1782348272,0
243_245386411,1298127600000000,463091957,0
243_245386411,1313506800000000,1854501458,0
243_245386411,1543071600000000,1386688441,0
243_245386411,1451055600000000,2144591676,0
243_245386411,1525964400000000,310388767,0
243_245386411,1564844400000000,1786326515,0
243_245386411,1505746800000000,1921663185,0
243_245386411,1564153200000000,1838714516,0
243_245386411,1538924400000000,796106138,0
243_245386411,1538924400000000,1224955527,0
243_245386411,1433084400000000,1348041216,0
243_245386411,1523113200000000,1353407972,0
243_245386411,1523113200000000,1039713257,0
243_245386411,1532271600000000,1589051923,0
243_245386411,1570287600000000,1874127441,0
243_245386411,1570114800000000,1060887678,0
243_245386411,1356706800000000,159675586,0
243_245386411,1494082800000000,34127049,0
243_245386411,1547218800000000,1965100440,0
243_245386411,1340982000000000,424859089,0
243_245386411,1572015600000000,918490999,0
243_245386411,1535209200000000,2053359215,0
243_245386411,1566572400000000,1122353296,0
243_245386411,1309791600000000,1925953541,0
243_245386411,1565362800000000,1555998413,0
243_245386411,1529074800000000,1471865492,0
243_245386411,1544281200000000,1947378907,0
243_245386411,1542639600000000,1042381815,0
243_245386411,1567868400000000,1963616963,0
243_245386411,1523026800000000,551879163,0
243_245386411,1530025200000000,1302336452,0
243_245386411,1559142000000000,1569191547,0
243_245386411,1447686000000000,1755638983,0
243_245386411,1570374000000000,560562533,0
243_245386411,1555858800000000,1004011295,0
243_245386411,1379516400000000,285657907,0
243_245386411,1539961200000000,1649617489,0
243_245386411,1570460400000000,693060947,0
243_245386411,1537196400000000,1408378230,0
243_245386411,1511881200000000,998179033,0
243_245386411,1454770800000000,647852935,0
243_245386411,1459350000000000,474225464,0
243_245386411,1550934000000000,385407526,0
243_245386411,1363186800000000,2043300863,0
243_245386411,1540306800000000,1712324745,0
243_245386411,1362927600000000,1014881069,0
243_245386411,1502463600000000,1878530835,0
243_245386411,1569682800000000,1105531200,0
243_245386411,1568300400000000,1729851165,0
243_245386411,1569164400000000,1552005910,0
243_245386411,1568214000000000,1644070919,0
243_245386411,1556636400000000,95291903,0
243_245386411,1523804400000000,1278629488,0
243_245386411,1505660400000000,52491345,0
243_245386411,1568386800000000,1374539211,0
243_245386411,1568300400000000,622767369,0
243_245386411,1537455600000000,91325708,0
243_245386411,1544972400000000,301266859,0
243_245386411,1343142000000000,817115172,0
243_245386411,1515078000000000,1956849100,0
243_245386411,1511535600000000,653724896,0
243_245386411,1452870000000000,1312812538,0
243_245386411,1415890800000000,1679266544,0
243_245386411,1562338800000000,89530856,0
243_245386411,1445266800000000,429703424,0
243_245386411,1570201200000000,2013061394,0
243_245386411,1568905200000000,44886040,0
243_245386411,1414940400000000,633080477,0
243_245386411,1556636400000000,1410542639,0
243_245386411,1549638000000000,2040264477,0
243_245386411,1566486000000000,1225082475,0
243_245386411,1507993200000000,926678006,0
243_245386411,1534258800000000,2021565989,0
243_245386411,1359212400000000,1419642666,0
243_245386411,1337785200000000,2135366219,0
243_245386411,1514646000000000,1839382023,0
243_245386411,1565881200000000,521133079,0
243_245386411,1467558000000000,2043085322,0
243_245386411,1568473200000000,375003844,0
243_245386411,1523199600000000,1847750269,0
243_245386411,1539961200000000,1851689695,0
243_245386411,1554130800000000,233578506,0
243_245386411,1545663600000000,1699627226,0
243_245386411,1538751600000000,1221243418,0
243_245386411,1493218800000000,572666158,0
243_245386411,1569942000000000,880023630,0
243_245386411,1517756400000000,972610318,0
243_245386411,1537023600000000,806623871,0
243_245386411,1549292400000000,940530860,0
243_245386411,1573830000000000,2107907805,0
243_245386411,1524150000000000,244135396,0
243_245386411,1542726000000000,2030355361,0
243_245386411,1573570800000000,364102079,0
243_245386411,1447081200000000,965436781,0
243_245386411,1528124400000000,1965372586,0
243_245386411,1517410800000000,743545685,0
243_245386411,1547996400000000,1662799461,0
243_245386411,1569942000000000,867219416,0
243_245386411,1518274800000000,867127851,0
243_245386411,1570028400000000,256436731,0
243_245386411,1558882800000000,811023936,0
243_245386411,1553785200000000,1823982887,0
243_245386411,1513177200000000,1432086572,0
243_245386411,1479913200000000,2057693714,0
243_245386411,1491577200000000,152536229,0
243_245386411,1571065200000000,1723843024,0
243_245386411,1530716400000000,886223933,0
243_245386411,1521471600000000,1775695568,0
243_245386411,1572706800000000,1132490858,0
243_245386411,1551538800000000,1938454482,0
243_245386411,1507820400000000,1254252375,0
243_245386411,1548169200000000,509377466,0
243_245386411,1570374000000000,628381489,0
243_245386411,1539010800000000,1369929792,0
243_245386411,1531839600000000,616556527,0
243_245386411,1536850800000000,1621538454,0
243_245386411,1548946800000000,62820468,0
243_245386411,1517756400000000,339674627,0
243_245386411,1522681200000000,450026736,0
243_245386411,1509721200000000,1091415722,0
243_245386411,1569682800000000,197270335,0
243_245386411,1534690800000000,1411206783,0
243_245386411,1478790000000000,1138596266,0
243_245386411,1565449200000000,530434524,0
243_245386411,1570114800000000,1696121504,0
243_245386411,1388242800000000,2123522237,0
243_245386411,1414076400000000,547669629,0
243_245386411,1402930800000000,785626404,0
243_245386411,1532790000000000,1353172164,0
243_245386411,1563116400000000,308340508,0
243_245386411,1563030000000000,638708768,0
243_245386411,1524927600000000,302357663,0
243_245386411,1543849200000000,71209331,0
243_245386411,1409756400000000,1446747078,0
243_245386411,1514818800000000,639576324,0
243_245386411,1335106800000000,741775658,0
243_245386411,1540652400000000,1831409020,0
243_245386411,1503932400000000,10412904,0
243_245386411,1541862000000000,226574919,0
243_245386411,1560006000000000,827909315,0
243_245386411,1425481200000000,1357519581,0
243_245386411,1573916400000000,1353774145,0
243_245386411,1568473200000000,1451390594,0
243_245386411,1560524400000000,352502630,0
243_245386411,1522335600000000,194138796,0
243_245386411,1483110000000000,1986387967,0
243_245386411,1573743600000000,1092672909,0
243_245386411,1541862000000000,483392291,0
243_245386411,1548428400000000,1624378391,0
243_245386411,1549465200000000,52653616,0
243_245386411,1423234800000000,1570234573,0
243_245386411,1536505200000000,1127947616,0
243_245386411,1537023600000000,826555065,0
243_245386411,1572102000000000,1791489153,0
243_245386411,1559401200000000,1619641212,0
243_245386411,1515596400000000,1485821951,0
243_245386411,1512745200000000,2107775028,0
243_245386411,1487430000000000,1678793186,0
243_245386411,1568991600000000,1746460402,0
243_245386411,1547650800000000,1779718992,0
243_245386411,1273158000000000,1781500154,0
243_245386411,1490022000000000,856375863,0
243_245386411,1549724400000000,1168640243,0
243_245386411,1519484400000000,1320677563,0
243_245386411,1515423600000000,710090920,0
243_245386411,1553266800000000,842041245,0
243_245386411,1522249200000000,898771721,0
243_245386411,1568127600000000,193800294,0
243_245386411,1567609200000000,280492424,0
243_245386411,1495810800000000,145500912,0
243_245386411,1544281200000000,1887514622,0
243_245386411,1556722800000000,1815581718,0
243_245386411,1510930800000000,1403899667,0
243_245386411,1573657200000000,820135958,0
243_245386411,1523890800000000,254382649,0
243_245386411,1564930800000000,302490006,0
243_245386411,1322146800000000,401510562,0
243_245386411,1537628400000000,598017935,0
243_245386411,1566054000000000,1537265178,0
243_245386411,1566658800000000,483087199,0
243_245386411,1563030000000000,1231042477,0
243_245386411,1353250800000000,423958381,0
243_245386411,1512658800000000,454201631,0
243_245386411,1566918000000000,571645356,0
243_245386411,1549810800000000,1633505294,0
243_245386411,1538838000000000,1258196880,0
243_245386411,1466780400000000,1220128864,0
243_245386411,1530889200000000,56609661,0
243_245386411,1543503600000000,629474929,0
243_245386411,1518706800000000,65020812,0
243_245386411,1561906800000000,210050593,0
243_245386411,1573830000000000,1925755298,0
243_245386411,1543590000000000,1707994201,0
243_245386411,1567609200000000,1634702207,0
243_245386411,1377788400000000,1559184560,0
243_245386411,1510498800000000,1436750234,0
243_245386411,1547478000000000,83801472,0
243_245386411,1438959600000000,774254855,0
243_245386411,1565535600000000,103011325,0
243_245386411,1545404400000000,16287522,0
243_245386411,1523458800000000,1028957060,0
243_245386411,1491404400000000,1924164689,0
243_245386411,1552748400000000,1820486274,0
243_245386411,1468335600000000,963944494,0
243_245386411,1556982000000000,1630493678,0
243_245386411,1567004400000000,1387033355,0
243_245386411,1409238000000000,377017996,0
243_245386411,1561215600000000,361776472,0
243_245386411,1561820400000000,745452187,0
243_245386411,1550934000000000,2123362524,0
243_245386411,1458918000000000,1236782350,0
243_245386411,1527174000000000,1202227383,0
243_245386411,1527174000000000,1463749413,0
243_245386411,1464361200000000,465100360,0
243_245386411,1570978800000000,1481618158,0
243_245386411,1573484400000000,849268920,0
243_245386411,1507820400000000,100620455,0
243_245386411,1562425200000000,609460085,0
243_245386411,1552230000000000,194343869,0
243_245386411,1563807600000000,1799761730,0
243_245386411,1490022000000000,1472298019,0
243_245386411,1549983600000000,28604693,0
243_245386411,1572793200000000,1046683703,0
243_245386411,1554735600000000,1335514651,0
243_245386411,1441292400000000,863547214,0
243_245386411,1293721200000000,485217789,0
243_245386411,1485529200000000,400620222,0
243_245386411,1530975600000000,280441513,0
243_245386411,1296313200000000,1629279055,0
243_245386411,1530716400000000,567723962,0
243_245386411,1564239600000000,1511196082,0
243_245386411,1525446000000000,687558377,0
243_245386411,1562770800000000,572618994,0
243_245386411,1401375600000000,744035336,0
243_245386411,1323183600000000,650274219,0
243_245386411,1472742000000000,1340382200,0
243_245386411,1561215600000000,519531900,0
243_245386411,1563634800000000,1067618222,0
243_245386411,1463929200000000,822658599,0
243_245386411,1451142000000000,1144085119,0
243_245386411,1567263600000000,954995439,0
243_245386411,1567263600000000,411047375,0
243_245386411,1567177200000000,255737009,0
243_245386411,1571497200000000,2009593531,0
243_245386411,1570201200000000,816552717,0
243_245386411,1396969200000000,651619413,0
243_245386411,1560783600000000,1099908135,0
243_245386411,1544367600000000,705867779,0
243_245386411,1483542000000000,294387561,0
243_245386411,1561042800000000,947124636,0
243_245386411,1500130800000000,298007466,0
243_245386411,1556550000000000,960132529,0
243_245386411,1487430000000000,1186082378,0
243_245386411,1567782000000000,1919200920,0
243_245386411,1556550000000000,1381142672,0
243_245386411,1542466800000000,748634855,0
243_245386411,1546268400000000,1868271375,0
243_245386411,1426604400000000,1361817709,0
243_245386411,1569769200000000,1032400124,0
243_245386411,1570201200000000,275982099,0
243_245386411,1507993200000000,269891184,0
243_245386411,1567695600000000,177913896,0
243_245386411,1429196400000000,417428478,0
243_245386411,1538060400000000,833931542,0
243_245386411,1510239600000000,2144519526,0
243_245386411,1510239600000000,2039583763,0
243_245386411,1568818800000000,1363233249,0
243_245386411,1502809200000000,1917982358,0
243_245386411,1392649200000000,2086684781,0
243_245386411,1536418800000000,579209297,0
243_245386411,1541170800000000,846024463,0
243_245386411,1561993200000000,1114691599,0
243_245386411,1570546800000000,2107922178,0
243_245386411,1564930800000000,809808315,0
243_245386411,1332860400000000,1693158611,0
243_245386411,1569250800000000,1188735659,0
243_245386411,1546182000000000,360414630,0
243_245386411,1505228400000000,2089422867,0
243_245386411,1525186800000000,267032861,0
243_245386411,1329145200000000,234589336,0
243_245386411,1559574000000000,314503683,0
243_245386411,1533826800000000,1154842761,0
243_245386411,1567695600000000,2032373012,0
243_245386411,1565190000000000,1233406740,0
243_245386411,1499180400000000,1355973899,0
243_245386411,1556809200000000,1399756933,0
243_245386411,1539702000000000,1061006409,0
243_245386411,1527692400000000,835058499,0
243_245386411,1503500400000000,715371755,0
243_245386411,1563030000000000,2065829689,0
243_245386411,1565535600000000,1843695695,0
243_245386411,1534950000000000,478914287,0
243_245386411,1475420400000000,1580900879,0
243_245386411,1409238000000000,400702120,0
243_245386411,1572793200000000,1711907233,0
243_245386411,1573398000000000,2031737092,0
243_245386411,1544626800000000,1811409432,0
243_245386411,1505401200000000,1510851592,0
243_245386411,1560610800000000,1778222413,0
243_245386411,1569164400000000,68999487,0
243_245386411,1572188400000000,313439652,0
243_245386411,1549465200000000,414398307,0
243_245386411,1522767600000000,1320060280,0
243_245386411,1509894000000000,192420548,0
243_245386411,1523977200000000,1700793669,0
243_245386411,1523977200000000,791520058,0
243_245386411,1257778800000000,302432059,0
243_245386411,1362582000000000,688976229,0
243_245386411,1504364400000000,7938565,0
243_245386411,1516028400000000,73877357,0
243_245386411,1541343600000000,1872241472,0
243_245386411,1569164400000000,2068335142,0
243_245386411,1568818800000000,1364077225,0
243_245386411,1461596400000000,950285976,0
243_245386411,1473606000000000,150532507,0
243_245386411,1526310000000000,1090232614,0
243_245386411,1506697200000000,307059955,0
243_245386411,1466434800000000,140332829,0
243_245386411,1549465200000000,413221726,0
243_245386411,1546700400000000,1173302699,0
243_245386411,1411484400000000,1729115424,0
243_245386411,1477666800000000,1266312394,0
243_245386411,1488553200000000,1347877079,0
243_245386411,1491058800000000,963596498,0
243_245386411,1560006000000000,1745993699,0
243_245386411,1574175600000000,1632379503,0
243_245386411,1518447600000000,31265615,0
243_245386411,1442070000000000,1504923276,0
243_245386411,1308841200000000,2033667885,0
243_245386411,1547564400000000,916183084,0
243_245386411,1327071600000000,679311135,0
243_245386411,1559919600000000,44813602,0
243_245386411,1509462000000000,1954215525,0
243_245386411,1557932400000000,986921565,0
243_245386411,1544886000000000,1733582484,0
243_245386411,1545577200000000,1325772168,0
243_245386411,1390230000000000,1753886584,0
243_245386411,1523718000000000,325039348,0
243_245386411,1521558000000000,1623554678,0
243_245386411,1566054000000000,974513000,0
243_245386411,1432220400000000,945868205,0
243_245386411,1562166000000000,373259581,0
243_245386411,1500303600000000,1303415116,0
243_245386411,1500217200000000,839508958,0
243_245386411,1564239600000000,828137708,0
243_245386411,1539442800000000,2052246990,0
243_245386411,1543590000000000,945795630,0
243_245386411,1570028400000000,1709545415,0
243_245386411,1505574000000000,1346393478,0
243_245386411,1561820400000000,460242299,0
243_245386411,1568991600000000,1842362562,0
243_245386411,1455375600000000,1355660802,0
243_245386411,1484319600000000,272203717,0
243_245386411,1550847600000000,763003856,0
243_245386411,1565708400000000,1995479488,0
243_245386411,1548514800000000,465673002,0
243_245386411,1568732400000000,498444561,0
243_245386411,1478962800000000,284861788,0
243_245386411,1521471600000000,1310379060,0
243_245386411,1568646000000000,404773896,0
243_245386411,1524063600000000,732439412,0
243_245386411,1568818800000000,483962638,0
243_245386411,1534604400000000,2051971073,0
243_245386411,1562770800000000,1560898783,0
243_245386411,1572620400000000,711438200,0
243_245386411,1565967600000000,1501323962,0
243_245386411,1530457200000000,1054027191,0
243_245386411,1491577200000000,1360985491,0
243_245386411,1450969200000000,289766067,0
243_245386411,1467126000000000,1406255464,0
243_245386411,1502809200000000,177644185,0
243_245386411,1553007600000000,1643312508,0
243_245386411,1547650800000000,426217276,0
243_245386411,1559574000000000,1911622096,0
243_245386411,1570978800000000,212744279,0
243_245386411,1518447600000000,1042964054,0
243_245386411,1557759600000000,358054936,0
243_245386411,1536850800000000,1088685813,0
243_245386411,1517497200000000,1143337713,0
243_245386411,1521212400000000,1617006163,0
243_245386411,1572879600000000,46715370,0
243_245386411,1561647600000000,381979994,0
243_245386411,1561647600000000,905702343,0
243_245386411,1394722800000000,2077960145,0
243_245386411,1568041200000000,1664220093,0
243_245386411,1380034800000000,1722342313,0
243_245386411,1529852400000000,1540232302,0
243_245386411,1515596400000000,357340844,0
243_245386411,1507734000000000,1515241771,0
243_245386411,1475679600000000,1859978600,0
243_245386411,1525878000000000,1954556077,0
243_245386411,1446217200000000,1018281638,0
243_245386411,1408633200000000,1090740337,0
243_245386411,1564412400000000,205388857,0
243_245386411,1483282800000000,1488142323,0
243_245386411,1518447600000000,848825032,0
243_245386411,1556550000000000,558351487,0
243_245386411,1265814000000000,1574535094,0
243_245386411,1395068400000000,388172239,0
243_245386411,1547046000000000,250394637,0
243_245386411,1287846000000000,1150395314,0
243_245386411,1511881200000000,1397951835,0
243_245386411,1568818800000000,1050924781,0
243_245386411,1567868400000000,1654232238,0
243_245386411,1401634800000000,925961827,0
243_245386411,1569078000000000,2024788794,0
243_245386411,1483974000000000,1540873686,0
243_245386411,1542639600000000,1535946523,0
243_245386411,1426172400000000,305277801,0
243_245386411,1293116400000000,741793339,0
243_245386411,1552057200000000,1044176458,0
243_245386411,1513522800000000,1610103216,0
243_245386411,1510585200000000,235523067,0
243_245386411,1572102000000000,1934855810,0
243_245386411,1419606000000000,210532515,0
243_245386411,1468076400000000,1265406673,0
243_245386411,1517756400000000,805915921,0
243_245386411,1573311600000000,1808290905,0
243_245386411,1501340400000000,1986633992,0
243_245386411,1561993200000000,1231682441,0
243_245386411,1540479600000000,868139,0
243_245386411,1556722800000000,379071351,0
243_245386411,1539874800000000,910907377,0
243_245386411,1490108400000000,1341697553,0
243_245386411,1407596400000000,2042599921,0
243_245386411,1498057200000000,325048509,0
243_245386411,1545318000000000,522001848,0
243_245386411,1569337200000000,860408971,0
243_245386411,1534172400000000,447426313,0
243_245386411,1473606000000000,323155828,0
243_245386411,1299423600000000,153767227,0
243_245386411,1568905200000000,38994624,0
243_245386411,1568386800000000,792685008,0
243_245386411,1563721200000000,16254704,0
243_245386411,1568559600000000,648188073,0
243_245386411,1525186800000000,1454596821,0
243_245386411,1525186800000000,578144302,0
243_245386411,1569250800000000,391802624,0
243_245386411,1465570800000000,951083000,0
243_245386411,1546268400000000,931402548,0
243_245386411,1560870000000000,1922347102,0
243_245386411,1511967600000000,1484548377,0
243_245386411,1413471600000000,463522760,0
243_245386411,1543330800000000,2115845230,0
243_245386411,1485961200000000,437660242,0
243_245386411,1544367600000000,1990937013,0
243_245386411,1530457200000000,1464986868,0
243_245386411,1569337200000000,1871092894,0
243_245386411,1490108400000000,1842791411,0
243_245386411,1571842800000000,182166570,0
243_245386411,1506006000000000,1127062078,0
243_245386411,1556550000000000,1051210725,0
243_245386411,1554822000000000,1258584762,0
243_245386411,1557932400000000,1484386267,0
243_245386411,1527865200000000,682875208,0
243_245386411,1568127600000000,99141198,0
243_245386411,1566658800000000,538898640,0
243_245386411,1505314800000000,1465464586,0
243_245386411,1477062000000000,937179340,0
243_245386411,1504710000000000,1776485669,0
243_245386411,1536332400000000,1343835734,0
243_245386411,1519225200000000,2075924494,0
243_245386411,1537023600000000,852830464,0
243_245386411,1569596400000000,1332297820,0
243_245386411,1567868400000000,1065408793,0
243_245386411,1510412400000000,1716304219,0
243_245386411,1475938800000000,1056104691,0
243_245386411,1538319600000000,562303654,0
243_245386411,1569337200000000,620422713,0
243_245386411,1562943600000000,1427512074,0
243_245386411,1406905200000000,1452355882,0
243_245386411,1514041200000000,401571033,0
243_245386411,1542466800000000,89666585,0
243_245386411,1524409200000000,354643016,0
243_245386411,1327762800000000,1695660619,0
243_245386411,1369580400000000,1711379780,0
243_245386411,1570978800000000,488509759,0
243_245386411,1495206000000000,1281367103,0
243_245386411,1464102000000000,340305499,0
243_245386411,1459177200000000,2003492622,0
243_245386411,1525014000000000,635657436,0
243_245386411,1547910000000000,1435454257,0
243_245386411,1342710000000000,1774655141,0
243_245386411,1535295600000000,1421085030,0
243_245386411,1401548400000000,1416238194,0
243_245386411,1563548400000000,1658167161,0
243_245386411,1572793200000000,365497223,0
243_245386411,1501340400000000,1310625377,0
243_245386411,1541257200000000,1613843001,0
243_245386411,1415804400000000,1439927969,0
243_245386411,1504882800000000,1262398789,0
243_245386411,1546700400000000,2029224297,0
243_245386411,1551798000000000,1534343080,0
243_245386411,1542466800000000,956570380,0
243_245386411,1556895600000000,1395091305,0
243_245386411,1510498800000000,618432863,0
243_245386411,1524927600000000,1285511576,0
243_245386411,1544799600000000,1716222028,0
243_245386411,1550847600000000,560695976,0
243_245386411,1568386800000000,1737417749,0
243_245386411,1501599600000000,1451915729,0
243_245386411,1493996400000000,153122997,0
243_245386411,1445266800000000,912089967,0
243_245386411,1512486000000000,387086192,0
243_245386411,1536764400000000,1345164437,0
243_245386411,1568473200000000,716520950,0
243_245386411,1490972400000000,1975675179,0
243_245386411,1569337200000000,1417826725,0
243_245386411,1569769200000000,1691800619,0
243_245386411,1524668400000000,190854170,0
243_245386411,1560783600000000,1588736632,0
243_245386411,1371394800000000,697982480,0
243_245386411,1448118000000000,13264545,0
243_245386411,1402153200000000,1747816322,0
243_245386411,1338390000000000,1640578308,0
243_245386411,1453561200000000,1432761769,0
243_245386411,1407164400000000,1007063981,0
243_245386411,1530630000000000,1406032994,0
243_245386411,1413385200000000,824446710,0
243_245386411,1530284400000000,1715409883,0
243_245386411,1557846000000000,3913881,0
243_245386411,1502204400000000,423133465,0
243_245386411,1566313200000000,1366507566,0
243_245386411,1375628400000000,162173378,0
243_245386411,1569682800000000,1391536672,0
243_245386411,1479999600000000,1099755514,0
243_245386411,1408978800000000,1075332744,0
243_245386411,1403190000000000,1482087971,0
243_245386411,1573398000000000,587666662,0
243_245386411,1217170800000000,105653571,0
243_245386411,1512313200000000,1187115075,0
243_245386411,1572534000000000,1431773022,0
243_245386411,1566831600000000,282278242,0
243_245386411,1565449200000000,88569332,0
243_245386411,1547910000000000,279880668,0
243_245386411,1386946800000000,724248917,0
243_245386411,1569078000000000,910458397,0
243_245386411,1463410800000000,1011286303,0
243_245386411,1434121200000000,1452029203,0
243_245386411,1552662000000000,841450293,0
243_245386411,1561906800000000,729644309,0
243_245386411,1516028400000000,893670971,0
243_245386411,1538751600000000,1556174583,0
243_245386411,1523890800000000,1638555071,0
243_245386411,1442934000000000,1789273771,0
243_245386411,1568991600000000,1814557349,0
243_245386411,1493737200000000,378485691,0
243_245386411,1534431600000000,45350558,0
243_245386411,1573570800000000,467669474,0
243_245386411,1567954800000000,170706494,0
243_245386411,1567954800000000,1010144148,0
243_245386411,1434380400000000,273808459,0
243_245386411,1562770800000000,1982311747,0
243_245386411,1573570800000000,71115444,0
243_245386411,1536764400000000,1825453546,0
243_245386411,1473519600000000,1735081292,0
243_245386411,1430319600000000,1223246702,0
243_245386411,1492873200000000,895581561,0
243_245386411,1547218800000000,1219432166,0
243_245386411,1508684400000000,225352032,0
243_245386411,1385823600000000,218241998,0
243_245386411,1539788400000000,1781305888,0
243_245386411,1568214000000000,283465184,0
243_245386411,1570719600000000,1902914177,0
243_245386411,1571842800000000,1483857031,0
243_245386411,1394031600000000,829723158,0
243_245386411,1567522800000000,1091486124,0
243_245386411,1541257200000000,56280842,0
243_245386411,1376060400000000,1572149515,0
243_245386411,1549206000000000,755689610,0
243_245386411,1558278000000000,690636416,0
243_245386411,1550156400000000,1054185728,0
243_245386411,1573570800000000,246251411,0
243_245386411,1556722800000000,1127850703,0
243_245386411,1567263600000000,1877695799,0
243_245386411,1569078000000000,562561881,0
243_245386411,1483628400000000,951624971,0
243_245386411,1530889200000000,291666125,0
243_245386411,1534604400000000,297211517,0
243_245386411,1418482800000000,811413776,0
243_245386411,1381935600000000,1156198153,0
243_245386411,1458572400000000,1644552403,0
243_245386411,1568386800000000,2017700582,0
243_245386411,1520089200000000,323246267,0
243_245386411,1553871600000000,602974107,0
243_245386411,1535295600000000,406554703,0
243_245386411,1556809200000000,1359989430,0
243_245386411,1561302000000000,1595094837,0
243_245386411,1514386800000000,1124901727,0
243_245386411,1534172400000000,1472966395,0
243_245386411,1546959600000000,2040090352,0
243_245386411,1455980400000000,2070113567,0
243_245386411,1451487600000000,888820495,0
243_245386411,1446303600000000,1058529298,0
243_245386411,1544454000000000,1720099622,0
243_245386411,1528470000000000,1482289927,0
243_245386411,1537023600000000,1823222792,0
243_245386411,1386774000000000,1471780050,0
243_245386411,1412434800000000,1629461452,0
243_245386411,1564412400000000,85791725,0
243_245386411,1551106800000000,19968422,0
243_245386411,1527865200000000,1192804665,0
243_245386411,1413471600000000,1544967255,0
243_245386411,1517929200000000,1609314701,0
243_245386411,1366815600000000,1375397011,0
243_245386411,1254841200000000,648028106,0
243_245386411,1547737200000000,345104268,0
243_245386411,1464188400000000,615795640,0
243_245386411,1548946800000000,635515029,0
243_245386411,1557414000000000,1649718222,0
243_245386411,1448290800000000,1364145438,0
243_245386411,1508770800000000,306018824,0
243_245386411,1541516400000000,1841948315,0
243_245386411,1515682800000000,1592085793,0
243_245386411,1564844400000000,1078485793,0
243_245386411,1568386800000000,480275528,0
243_245386411,1564844400000000,2027569462,0
243_245386411,1562425200000000,643315528,0
243_245386411,1427727600000000,1624766253,0
243_245386411,1338390000000000,1671705963,0
243_245386411,1566831600000000,1220496330,0
243_245386411,1337094000000000,785007313,0
243_245386411,1551798000000000,1407469336,0
243_245386411,1546182000000000,683269033,0
243_245386411,1558796400000000,1572144557,0
243_245386411,1396623600000000,66445197,0
243_245386411,1396623600000000,627052128,0
243_245386411,1565794800000000,883093798,0
243_245386411,1541602800000000,1402925738,0
243_245386411,1291388400000000,391150745,0
243_245386411,1275058800000000,1884543633,0
243_245386411,1482505200000000,1956516366,0
243_245386411,1563375600000000,1161362855,0
243_245386411,1499007600000000,586994903,0
243_245386411,1565622000000000,1583495635,0
243_245386411,1569510000000000,446693857,0
243_245386411,1549465200000000,1068735747,0
243_245386411,1557673200000000,166697986,0
243_245386411,1393340400000000,755260123,0
243_245386411,1537369200000000,298611392,0
243_245386411,1415458800000000,507591917,0
243_245386411,1531580400000000,1894132544,0
243_245386411,1512658800000000,251501043,0
243_245386411,1514127600000000,26266522,0
243_245386411,1531234800000000,1590636294,0
243_245386411,1569510000000000,634293021,0
243_245386411,1473606000000000,1701569858,0
243_245386411,1242226800000000,904521933,0
243_245386411,1572534000000000,1751279274,0
243_245386411,1553526000000000,846946966,0
243_245386411,1490022000000000,565424394,0
243_245386411,1206284400000000,1033007477,0
243_245386411,1350313200000000,1386119005,0
243_245386411,1560610800000000,1690044063,0
243_245386411,1318258800000000,2022465660,0
243_245386411,1559574000000000,930733852,0
243_245386411,1528556400000000,738582515,0
243_245386411,1567868400000000,1168978232,0
243_245386411,1543071600000000,1310977056,0
243_245386411,1228748400000000,364533956,0
243_245386411,1366038000000000,237639235,0
243_245386411,1521212400000000,511621859,0
243_245386411,1432393200000000,270061277,0
243_245386411,1422111600000000,1913631504,0
